Nombre,Marca,Tipo,Sexo,Rating/5,Reviews,Vol(ml),Precio,Lista_deseos,Concentracion,Formato,Fam_olfativa,Notas_Corazon,Notas_Fondo,Notas_salida,Vol(ml)_num,Precio/ml
Paradise Bora Bora Beach Eau de Parfum,Sentio,Perfumes de Mujer,Mujer,,,15,1.0,,EDP,Frasco,,,,,15.0,0.06666666666666667
Paradise Bora Bora Beach Eau de Parfum,Sentio,Perfumes de Mujer,Mujer,,,15,1.0,,EDP,Frasco,,,,,15.0,0.06666666666666667
L'eau Par Kenzo EDT,Kenzo,Perfumes de Mujer,Mujer,4.86,7,30,28.95,243,EDT,Vaporizador,Floral acuática,"Melocotón, Loto","Almizcle, Madera de Cedro","Mandarina, Menta, Baya Rosa",30.0,0.965
L'eau Par Kenzo EDT,Kenzo,Perfumes de Mujer,Mujer,4.86,7,50,39.95,243,EDT,Vaporizador,Floral acuática,"Melocotón, Loto","Almizcle, Madera de Cedro","Mandarina, Menta, Baya Rosa",50.0,0.799
L'eau Par Kenzo EDT,Kenzo,Perfumes de Mujer,Mujer,4.86,7,100,49.95,243,EDT,Vaporizador,Floral acuática,"Melocotón, Loto","Almizcle, Madera de Cedro","Mandarina, Menta, Baya Rosa",100.0,0.49950000000000006
L'Eau d'Issey EDP,Issey Miyake,Perfumes de Mujer,Mujer,4.82,17,EDP 50 ml VAPO,59.95,304,EDP,Vaporizador,Floral acuática,"Azucena, Osmanto","Almizcle, Sándalo, Cedro de Virginia","Fresia, Flor de Loto, Calone, Rosa",,
L'Eau d'Issey EDP,Issey Miyake,Perfumes de Mujer,Mujer,4.82,17,EDP 75 ml VAPO Rellenable,73.95,304,EDP,Vaporizador,Floral acuática,"Azucena, Osmanto","Almizcle, Sándalo, Cedro de Virginia","Fresia, Flor de Loto, Calone, Rosa",,
L'Eau d'Issey EDP,Issey Miyake,Perfumes de Mujer,Mujer,4.82,17,Recarga 75ML,53.98,304,EDP,Vaporizador,Floral acuática,"Azucena, Osmanto","Almizcle, Sándalo, Cedro de Virginia","Fresia, Flor de Loto, Calone, Rosa",,
L'essentiel Eau de Parfum,Rochas,Perfumes de Mujer,Mujer,5.0,8,100,49.94,177,EDP,Frasco,Cítrica Floral,"Jazmín, Flor de Azahar, Rosa","Pachulí, Ámbar, Almizcle Blanco","Limón, Petitgrain",100.0,0.49939999999999996
L'essentiel Eau de Parfum,Rochas,Perfumes de Mujer,Mujer,5.0,8,220,69.94,177,EDP,Frasco,Cítrica Floral,"Jazmín, Flor de Azahar, Rosa","Pachulí, Ámbar, Almizcle Blanco","Limón, Petitgrain",220.0,0.3179090909090909
Vibrant Summer Eau de Toilette For Him ,Tommy Hilfiger,Colonias para hombres,Hombres,,,100,29.95,115,EDT,Frasco,Fougère Aromático,"Neroli, Sandía","Pachulí, Almizcle","Limón, Cardamomo",100.0,0.2995
L'essentiel Eau de Parfum,Rochas,Perfumes de Mujer,Mujer,5.0,8,100,49.94,177,EDP,Frasco,Cítrica Floral,"Jazmín, Flor de Azahar, Rosa","Pachulí, Ámbar, Almizcle Blanco","Limón, Petitgrain",100.0,0.49939999999999996
L'essentiel Eau de Parfum,Rochas,Perfumes de Mujer,Mujer,5.0,8,220,69.94,177,EDP,Frasco,Cítrica Floral,"Jazmín, Flor de Azahar, Rosa","Pachulí, Ámbar, Almizcle Blanco","Limón, Petitgrain",220.0,0.3179090909090909
Eau de Courreges EDT,Courreges,Perfumes de Mujer,Mujer,4.95,42,100,39.94,,EDT,Standard,,,,,100.0,0.3994
Man Mystery Cofre Eau de Parfum,Halloween,Cofres de perfumes para hombre,Hombres,,,EDP 125ml + EDP 50ml,36.55,43,EDP,Pack de productos / Set / Cofre,,"Almizcle, Geranio, Avellanas","Pachulí, Vetiver","Mandarina, Lavanda, Pimienta Negra",,
Nina Rouge Eau de Toilette,Nina Ricci,Perfumes de Mujer,Mujer,5.0,12,30,33.95,514,EDT,Vaporizador,Floral,"Jengibre, Gardenia","Vainilla, Caramelo","Frambuesa, Cidra",30.0,1.1316666666666668
Nina Rouge Eau de Toilette,Nina Ricci,Perfumes de Mujer,Mujer,5.0,12,50,49.75,514,EDT,Vaporizador,Floral,"Jengibre, Gardenia","Vainilla, Caramelo","Frambuesa, Cidra",50.0,0.995
Nina Rouge Eau de Toilette,Nina Ricci,Perfumes de Mujer,Mujer,5.0,12,80,59.95,514,EDT,Vaporizador,Floral,"Jengibre, Gardenia","Vainilla, Caramelo","Frambuesa, Cidra",80.0,0.749375
Le Male Elixir Eau de Parfum Estuche de regalo,Jean Paul Gaultier,Cofres de perfumes para hombre,Hombres,,,EDP 125 ml + Regalo,93.94,304,EDP,Pack de productos / Set / Cofre,,Lavanda,Benjuí,Haba Tonka,,
Le Male Elixir Eau de Parfum Estuche de regalo,Jean Paul Gaultier,Cofres de perfumes para hombre,Hombres,,,EDP 125 ML + GEL 75ML + MINI,86.95,304,EDP,Pack de productos / Set / Cofre,,Lavanda,Benjuí,Haba Tonka,,
My Wish Eau de Parfum para Mujer,Halloween,Perfumes de Mujer,Mujer,1.0,1,30,19.94,122,EDP,Frasco,Floral Oriental Afrutada,,,,30.0,0.6646666666666667
My Wish Eau de Parfum para Mujer,Halloween,Perfumes de Mujer,Mujer,1.0,1,50,31.94,122,EDP,Frasco,Floral Oriental Afrutada,,,,50.0,0.6388
My Wish Eau de Parfum para Mujer,Halloween,Perfumes de Mujer,Mujer,1.0,1,100,45.94,122,EDP,Frasco,Floral Oriental Afrutada,,,,100.0,0.4594
Frutal Agua de Colonia Vainilla,Alvarez Gómez,Aguas de colonia (EDC),(Edc),,,100,3.99,,EDC,Standard,,,,,100.0,0.039900000000000005
My Wish Eau de Parfum para Mujer,Halloween,Perfumes de Mujer,Mujer,1.0,1,30,19.94,122,EDP,Frasco,Floral Oriental Afrutada,,,,30.0,0.6646666666666667
My Wish Eau de Parfum para Mujer,Halloween,Perfumes de Mujer,Mujer,1.0,1,50,31.94,122,EDP,Frasco,Floral Oriental Afrutada,,,,50.0,0.6388
My Wish Eau de Parfum para Mujer,Halloween,Perfumes de Mujer,Mujer,1.0,1,100,45.94,122,EDP,Frasco,Floral Oriental Afrutada,,,,100.0,0.4594
Bright Crystal Absolu,Versace,Perfumes de Mujer,Mujer,4.79,28,30,42.9,766,EDP,Vaporizador,Floral Frutal,"Peonía, Frambuesa, Magnolia, Flor de Loto","Almizcle, Ámbar, Caoba","Yuzu, Granada",30.0,1.43
Bright Crystal Absolu,Versace,Perfumes de Mujer,Mujer,4.79,28,50,59.95,766,EDP,Vaporizador,Floral Frutal,"Peonía, Frambuesa, Magnolia, Flor de Loto","Almizcle, Ámbar, Caoba","Yuzu, Granada",50.0,1.199
Bright Crystal Absolu,Versace,Perfumes de Mujer,Mujer,4.79,28,90,75.9,766,EDP,Vaporizador,Floral Frutal,"Peonía, Frambuesa, Magnolia, Flor de Loto","Almizcle, Ámbar, Caoba","Yuzu, Granada",90.0,0.8433333333333334
Yellow Diamond EDT,Versace,Perfumes de Mujer,Mujer,4.69,16,30,39.5,443,EDT,Vaporizador,,"Flor de Azahar, Fresia, Nenúfar, Mimosa","Almizcle, Ámbar, Madera de Gaiac","Limón, Bergamota, Pera, Neroli",30.0,1.3166666666666667
Yellow Diamond EDT,Versace,Perfumes de Mujer,Mujer,4.69,16,50,53.9,443,EDT,Vaporizador,,"Flor de Azahar, Fresia, Nenúfar, Mimosa","Almizcle, Ámbar, Madera de Gaiac","Limón, Bergamota, Pera, Neroli",50.0,1.078
Yellow Diamond EDT,Versace,Perfumes de Mujer,Mujer,4.69,16,90,68.95,443,EDT,Vaporizador,,"Flor de Azahar, Fresia, Nenúfar, Mimosa","Almizcle, Ámbar, Madera de Gaiac","Limón, Bergamota, Pera, Neroli",90.0,0.7661111111111112
Yellow Diamond EDT,Versace,Perfumes de Mujer,Mujer,4.69,16,30,39.5,443,EDT,Vaporizador,,"Flor de Azahar, Fresia, Nenúfar, Mimosa","Almizcle, Ámbar, Madera de Gaiac","Limón, Bergamota, Pera, Neroli",30.0,1.3166666666666667
Yellow Diamond EDT,Versace,Perfumes de Mujer,Mujer,4.69,16,50,53.9,443,EDT,Vaporizador,,"Flor de Azahar, Fresia, Nenúfar, Mimosa","Almizcle, Ámbar, Madera de Gaiac","Limón, Bergamota, Pera, Neroli",50.0,1.078
Yellow Diamond EDT,Versace,Perfumes de Mujer,Mujer,4.69,16,90,68.95,443,EDT,Vaporizador,,"Flor de Azahar, Fresia, Nenúfar, Mimosa","Almizcle, Ámbar, Madera de Gaiac","Limón, Bergamota, Pera, Neroli",90.0,0.7661111111111112
Nuit D’issey EDT,Issey Miyake,Colonias para hombres,Unisex,4.8,10,75,35.25,141,EDT,Vaporizador,Amaderada Especiada,"Especias, Cuero, Vetiver, Pimienta Negra, Notas Amaderadas","Pachulí, Haba Tonka, Incienso, Ébano","Bergamota, Toronja",75.0,0.47
The Most Wanted Eau de Toilette Intense Perfume de Hombre Fougère,Azzaro,Colonias para hombres,Hombres,,,50,38.49,310,EDT,Frasco,Fougère,,,,50.0,0.7698
The Most Wanted Eau de Toilette Intense Perfume de Hombre Fougère,Azzaro,Colonias para hombres,Hombres,,,100,54.34,310,EDT,Frasco,Fougère,,,,100.0,0.5434
The Most Wanted Eau de Toilette Intense Perfume de Hombre Fougère,Azzaro,Colonias para hombres,Hombres,,,50,38.49,310,EDT,Frasco,Fougère,,,,50.0,0.7698
The Most Wanted Eau de Toilette Intense Perfume de Hombre Fougère,Azzaro,Colonias para hombres,Hombres,,,100,54.34,310,EDT,Frasco,Fougère,,,,100.0,0.5434
Electrotouch Eau de Parfum,Tous,Perfumes de Mujer,Mujer,,,30,29.95,181,EDP,Vaporizador,Oriental Frutal Gourmand,"Jazmín Sambac, Flor de Naranja","Sándalo, Praliné, Vainilla Negra","Pomelo, Pera, Arándano",30.0,0.9983333333333333
Electrotouch Eau de Parfum,Tous,Perfumes de Mujer,Mujer,,,50,44.95,181,EDP,Vaporizador,Oriental Frutal Gourmand,"Jazmín Sambac, Flor de Naranja","Sándalo, Praliné, Vainilla Negra","Pomelo, Pera, Arándano",50.0,0.899
Electrotouch Eau de Parfum,Tous,Perfumes de Mujer,Mujer,,,100,59.95,181,EDP,Vaporizador,Oriental Frutal Gourmand,"Jazmín Sambac, Flor de Naranja","Sándalo, Praliné, Vainilla Negra","Pomelo, Pera, Arándano",100.0,0.5995
212 Vip Men Black Estuche,Carolina Herrera,Cofres de perfumes para hombre,Hombres,,,EDP 100 ml + Gel 100 ml + Mini,64.94,218,EDP,Pack de productos / Set / Cofre,,"Cuero, Lavanda","Vainilla, Almizcle",Absenta,,
Electrotouch Eau de Parfum,Tous,Perfumes de Mujer,Unisex,,,30,29.95,181,EDP,Vaporizador,Oriental Frutal Gourmand,"Jazmín Sambac, Flor de Naranja","Sándalo, Praliné, Vainilla Negra","Pomelo, Pera, Arándano",30.0,0.9983333333333333
Electrotouch Eau de Parfum,Tous,Perfumes de Mujer,Mujer,,,50,44.95,181,EDP,Vaporizador,Oriental Frutal Gourmand,"Jazmín Sambac, Flor de Naranja","Sándalo, Praliné, Vainilla Negra","Pomelo, Pera, Arándano",50.0,0.899
Electrotouch Eau de Parfum,Tous,Perfumes de Mujer,Mujer,,,100,59.95,181,EDP,Vaporizador,Oriental Frutal Gourmand,"Jazmín Sambac, Flor de Naranja","Sándalo, Praliné, Vainilla Negra","Pomelo, Pera, Arándano",100.0,0.5995
Lolitaland EDP,Lolita Lempicka,Perfumes de Mujer,Mujer,4.86,7,40,35.95,552,EDP,Vaporizador,Floral Frutal,"Jazmín, Jazmín Sambac, Durazno","Vainilla, Almizcle","Mandarina, Pimienta, Bellini",40.0,0.89875
Lolitaland EDP,Lolita Lempicka,Perfumes de Mujer,Hombres,4.86,7,80,49.95,552,EDP,Vaporizador,Floral Frutal,"Jazmín, Jazmín Sambac, Durazno","Vainilla, Almizcle","Mandarina, Pimienta, Bellini",80.0,0.624375
Agua Fresca de Jazmín & Bergamota,Alvarez Gómez,Perfumes de Mujer,Hombres,,,150,10.95,,Agua Fresca,Standard,,,,,150.0,0.073
Agua Fresca Nude Musk Eau de Parfum Estuche,Adolfo Dominguez,Cofres de perfumes para mujer,Hombres,,,EDP 120ML + EDP 10ML + Body Lotion 75ML,44.95,,EDP,Pack de productos / Set / Cofre,Floral Musk,"Jazmín, Freesia, Neroli, Marigold","Cedro, Ámbar, Musk, Ambrette","Mandarina, Limón, Albaricoque",,
Agua Fresca de Jazmín & Bergamota,Alvarez Gómez,Perfumes de Mujer,Mujer,,,150,10.95,,Agua Fresca,Standard,,,,,150.0,0.073
Loewe Pour Homme,Loewe,Colonias para hombres,Hombres,4.89,19,50,58.95,95,EDT,Vaporizador,Amaderado aromático,"Lirio de los Valles, Geranio","Ámbar, Vetiver, Sándalo, Musgo de Roble","Limón, Naranja Tangerina, Lavanda, Albahaca",50.0,1.179
Loewe Pour Homme,Loewe,Colonias para hombres,Hombres,4.89,19,100,84.95,95,EDT,Vaporizador,Amaderado aromático,"Lirio de los Valles, Geranio","Ámbar, Vetiver, Sándalo, Musgo de Roble","Limón, Naranja Tangerina, Lavanda, Albahaca",100.0,0.8495
Loewe Pour Homme,Loewe,Colonias para hombres,Hombres,4.89,19,150,103.95,95,EDT,Vaporizador,Amaderado aromático,"Lirio de los Valles, Geranio","Ámbar, Vetiver, Sándalo, Musgo de Roble","Limón, Naranja Tangerina, Lavanda, Albahaca",150.0,0.6930000000000001
Pour Homme Eau de Parfum,Michael Kors,Perfumes para hombres,Hombres,,,50,60.89,67,EDP,Frasco,Amaderada Especiada,"Geranio, Salvia, Notas Marinas","Pachulí, Vetiver, Ámbar Gris","Bergamota, Pimienta Rosa, Lavanda",50.0,1.2178
Pour Homme Eau de Parfum,Michael Kors,Perfumes para hombres,Hombres,,,100,78.34,67,EDP,Frasco,Amaderada Especiada,"Geranio, Salvia, Notas Marinas","Pachulí, Vetiver, Ámbar Gris","Bergamota, Pimienta Rosa, Lavanda",100.0,0.7834
Loewe Pour Homme,Loewe,Colonias para hombres,Hombres,4.89,19,50,58.95,95,EDT,Vaporizador,Amaderado aromático,"Lirio de los Valles, Geranio","Ámbar, Vetiver, Sándalo, Musgo de Roble","Limón, Naranja Tangerina, Lavanda, Albahaca",50.0,1.179
Loewe Pour Homme,Loewe,Colonias para hombres,Hombres,4.89,19,100,84.95,95,EDT,Vaporizador,Amaderado aromático,"Lirio de los Valles, Geranio","Ámbar, Vetiver, Sándalo, Musgo de Roble","Limón, Naranja Tangerina, Lavanda, Albahaca",100.0,0.8495
Loewe Pour Homme,Loewe,Colonias para hombres,Hombres,4.89,19,150,103.95,95,EDT,Vaporizador,Amaderado aromático,"Lirio de los Valles, Geranio","Ámbar, Vetiver, Sándalo, Musgo de Roble","Limón, Naranja Tangerina, Lavanda, Albahaca",150.0,0.6930000000000001
Paula's Ibiza EDT,Loewe,Perfumes de Mujer,Mujer,4.78,18,50,54.95,494,EDT,Vaporizador,,"Madera, Frangipani, Narciso","Vainilla, Pachulí, Ámbar","Mandarina, Coco, Galbano",50.0,1.099
Paula's Ibiza EDT,Loewe,Perfumes de Mujer,Mujer,4.78,18,100,74.95,494,EDT,Vaporizador,,"Madera, Frangipani, Narciso","Vainilla, Pachulí, Ámbar","Mandarina, Coco, Galbano",100.0,0.7495
510 P.H.A. Eau de Parfum Hombre,Naturel Art Cosmetics,Perfumes para hombres,Hombres,,,80,1.99,55,EDP,Spray,,,,,80.0,0.024875
510 P.H.A. Eau de Parfum Hombre,Naturel Art Cosmetics,Perfumes para hombres,Hombres,,,200,3.99,55,EDP,Spray,,,,,200.0,0.019950000000000002
Stay Wild Unbound Eau de Parfum Mujer,Sentio,Perfumes de Mujer,Mujer,5.0,1,15,1.0,,EDP,Frasco,,,,,15.0,0.06666666666666667
510 P.H.A. Eau de Parfum Hombre,Naturel Art Cosmetics,Perfumes para hombres,Hombres,,,80,1.99,55,EDP,Spray,,,,,80.0,0.024875
510 P.H.A. Eau de Parfum Hombre,Naturel Art Cosmetics,Perfumes para hombres,Hombres,,,200,3.99,55,EDP,Spray,,,,,200.0,0.019950000000000002
Colonia Ana y Elsa Frozen,Disney,Colonias para hombres,Hombres,4.78,9,200,4.95,,Body Mist,Vaporizador,,,,,200.0,0.02475
Boxing Club Eau de Parfum cofre para hombres,Scalpers,Cofres de perfumes para hombre,Hombres,5.0,2,EDP 125 ml + Foulard,44.95,,EDP,Pack de productos / Set / Cofre,Fougére Aromática Ambarada,"Iris, Ruibarbo, Hojas de Violeta","Vetiver, Haba Tonka, Madera de cachemir","Bergamota, Pimienta Blanca, Cardamomo",,
Colonia Ana y Elsa Frozen,Disney,Colonias para hombres,Hombres,4.78,9,200,4.95,,Body Mist,Vaporizador,,,,,200.0,0.02475
Boxing Club Eau de Parfum cofre para hombres,Scalpers,Cofres de perfumes para hombre,Hombres,5.0,2,EDP 125 ml + Foulard,44.95,,EDP,Pack de productos / Set / Cofre,Fougére Aromática Ambarada,"Iris, Ruibarbo, Hojas de Violeta","Vetiver, Haba Tonka, Madera de cachemir","Bergamota, Pimienta Blanca, Cardamomo",,
Estuche Blossom Eau de Toilette,Halloween,Cofres de perfumes para mujer,Mujer,,,EDT 100 ml + EDT 30 ml,34.91,,EDT,Pack de productos / Set / Cofre,Floral Oriental Afrutada,"Jazmín, Hoja de Naranjo, Mora","Vainilla, Almizcle, Aceite de Cedro de Virginia","Pimienta Rosa, Fresa, Mandarina Verde",,
Green Wood EDT,Dsquared2,Colonias para hombres,Hombres,5.0,2,50,33.46,95,EDT,Vaporizador,Aromática y amaderada,"Cedro, Vetiver, Resina",Nagarmota,"Limón, Pimienta, Santolina",50.0,0.6692
Green Wood EDT,Dsquared2,Colonias para hombres,Hombres,5.0,2,100,49.95,95,EDT,Vaporizador,Aromática y amaderada,"Cedro, Vetiver, Resina",Nagarmota,"Limón, Pimienta, Santolina",100.0,0.49950000000000006
Mrs Perfect Eau de Parfum Mujer,NG Perfumes,Perfumes de Mujer,Mujer,5.0,3,15,1.0,,EDP,Frasco,,"Lirio, Jazmín Sambac, Nardos","Vainilla, Haba Tonka, Cacao","Bergamota, Almendra, Café",15.0,0.06666666666666667
"Agua de V&L Nº 6 Magnolia, Flor de Agua, Melocotón",Victorio & Lucchino,Perfumes de Mujer,Mujer,4.32,25,30,4.5,370,EDT,Vaporizador,Floral Frutal,"Jazmín, Magnolia, Nenúfar","Cedro, Almizcle, Ámbar","Pera, Manzana, Pimienta Rosa",30.0,0.15
"Agua de V&L Nº 6 Magnolia, Flor de Agua, Melocotón",Victorio & Lucchino,Perfumes de Mujer,Mujer,4.32,25,150,11.94,370,EDT,Vaporizador,Floral Frutal,"Jazmín, Magnolia, Nenúfar","Cedro, Almizcle, Ámbar","Pera, Manzana, Pimienta Rosa",150.0,0.07959999999999999
Armani Code Parfum Cofre Regalo,Armani,Cofres de perfumes para hombre,Hombres,,,125 ml + 15 ml,84.94,272,Parfum,Pack de productos / Set / Cofre,,,,,,
Armani Code Parfum Cofre Regalo,Armani,Cofres de perfumes para hombre,Hombres,,,125 ml + Gel 75 ml + mini,84.94,272,Parfum,Pack de productos / Set / Cofre,,,,,,
Green Wood EDT,Dsquared2,Colonias para hombres,Hombres,5.0,2,50,33.46,95,EDT,Vaporizador,Aromática y amaderada,"Cedro, Vetiver, Resina",Nagarmota,"Limón, Pimienta, Santolina",50.0,0.6692
Green Wood EDT,Dsquared2,Colonias para hombres,Hombres,5.0,2,100,49.95,95,EDT,Vaporizador,Aromática y amaderada,"Cedro, Vetiver, Resina",Nagarmota,"Limón, Pimienta, Santolina",100.0,0.49950000000000006
Mrs Perfect Eau de Parfum Mujer,NG Perfumes,Perfumes de Mujer,Mujer,5.0,3,15,1.0,,EDP,Frasco,,"Lirio, Jazmín Sambac, Nardos","Vainilla, Haba Tonka, Cacao","Bergamota, Almendra, Café",15.0,0.06666666666666667
"Agua de V&L Nº 6 Magnolia, Flor de Agua, Melocotón",Victorio & Lucchino,Perfumes de Mujer,Mujer,4.32,25,30,4.5,370,EDT,Vaporizador,Floral Frutal,"Jazmín, Magnolia, Nenúfar","Cedro, Almizcle, Ámbar","Pera, Manzana, Pimienta Rosa",30.0,0.15
"Agua de V&L Nº 6 Magnolia, Flor de Agua, Melocotón",Victorio & Lucchino,Perfumes de Mujer,Mujer,4.32,25,150,11.94,370,EDT,Vaporizador,Floral Frutal,"Jazmín, Magnolia, Nenúfar","Cedro, Almizcle, Ámbar","Pera, Manzana, Pimienta Rosa",150.0,0.07959999999999999
Everyone EDP,Calvin Klein,Perfumes de Mujer,Mujer,4.86,7,100,34.7,640,EDP,Standard,Cítrica amaderada,Té Negro,Vetiver,Naranja,100.0,0.34700000000000003
Everyone EDP,Calvin Klein,Perfumes de Mujer,Mujer,4.86,7,200,49.95,640,EDP,Standard,Cítrica amaderada,Té Negro,Vetiver,Naranja,200.0,0.24975000000000003
Agua Él EDT,Loewe,Perfumes para hombres,Hombres,4.92,12,50,48.95,234,EDT,Vaporizador,,,,,50.0,0.9790000000000001
Agua Él EDT,Loewe,Perfumes para hombres,Hombres,4.92,12,100,71.95,234,EDT,Vaporizador,,,,,100.0,0.7195
Light Blue Eau Intense pour Homme EDP,Dolce & Gabbana,Perfumes para hombres,Hombres,4.78,9,50,48.95,1000,EDP,Vaporizador,Cítrica,Bayas de Enebro,"Almizcle, Ámbar","Mandarina, Pomelo",50.0,0.9790000000000001
Light Blue Eau Intense pour Homme EDP,Dolce & Gabbana,Perfumes para hombres,Hombres,4.78,9,100,61.95,1000,EDP,Vaporizador,Cítrica,Bayas de Enebro,"Almizcle, Ámbar","Mandarina, Pomelo",100.0,0.6195
Light Blue Eau Intense pour Homme EDP,Dolce & Gabbana,Perfumes para hombres,Hombres,4.78,9,200,99.95,1000,EDP,Vaporizador,Cítrica,Bayas de Enebro,"Almizcle, Ámbar","Mandarina, Pomelo",200.0,0.49975
For Him Bleu Noir Eau de Parfum Estuche,Narciso Rodriguez,Cofres de perfumes para hombre,Hombres,5.0,1,EDP 100 ML+ GEL 50ML +MINI,69.94,108,EDP,Pack de productos / Set / Cofre,Aromático Especiado,Musgo,Cedro,"Bergamota, Pimienta Negra",,
For Him Bleu Noir Eau de Parfum Estuche,Narciso Rodriguez,Cofres de perfumes para hombre,Hombres,5.0,1,EDP 100 ml + Gel 50 ml + Mini,69.94,108,EDP,Pack de productos / Set / Cofre,Aromático Especiado,Musgo,Cedro,"Bergamota, Pimienta Negra",,
White Tea Eau de Parfum Estuche,Elizabeth Arden,Cofres de perfumes para mujer,Mujer,5.0,2,Set 2 productos,39.99,,EDP,Pack de productos / Set / Cofre,Almizcle amaderada,"Agua de Rosa, Mate, Té Blanco, Pétalos de Jazmín","Almizcle, Haba Tonka","Esclarea, Mandarina Italiana, Acorde de Brisa Marina",,
Sport Eau de Toilette Estuche para Hombre,Poseidon,Cofres de perfumes para hombre,Hombres,,,Set 2 productos,12.94,,EDT,Pack de productos / Set / Cofre,,,,,,
1916 Agua de Colonia,1916,Aguas de colonia (EDC),(Edc),4.73,11,30,2.74,174,EDC,Vaporizador,Cítrica aromática,"Muguet, Romero, Flor de Azahar","Almizcle, Ámbar","Mandarina, Limón, Bergamota, Melocotón",30.0,0.09133333333333334
1916 Agua de Colonia,1916,Aguas de colonia (EDC),Hombres,4.73,11,200,8.99,174,EDC,Vaporizador,Cítrica aromática,"Muguet, Romero, Flor de Azahar","Almizcle, Ámbar","Mandarina, Limón, Bergamota, Melocotón",200.0,0.044950000000000004
1916 Agua de Colonia,1916,Aguas de colonia (EDC),(Edc),4.73,11,400,10.95,174,EDC,Vaporizador,Cítrica aromática,"Muguet, Romero, Flor de Azahar","Almizcle, Ámbar","Mandarina, Limón, Bergamota, Melocotón",400.0,0.027374999999999997
Party Love Edición Limitada Perfume para mujer,Escada,Perfumes de Mujer,Mujer,5.0,1,30,28.17,366,EDP,Frasco,Gourmand Ambarina,,,,30.0,0.9390000000000001
Party Love Edición Limitada Perfume para mujer,Escada,Perfumes de Mujer,Mujer,5.0,1,50,38.94,366,EDP,Frasco,Gourmand Ambarina,,,,50.0,0.7787999999999999
Party Love Edición Limitada Perfume para mujer,Escada,Perfumes de Mujer,Mujer,5.0,1,100,49.94,366,EDP,Frasco,Gourmand Ambarina,,,,100.0,0.49939999999999996
White Tea Eau de Parfum Estuche,Elizabeth Arden,Cofres de perfumes para mujer,Mujer,5.0,2,Set 2 productos,39.99,,EDP,Pack de productos / Set / Cofre,Almizcle amaderada,"Agua de Rosa, Mate, Té Blanco, Pétalos de Jazmín","Almizcle, Haba Tonka","Esclarea, Mandarina Italiana, Acorde de Brisa Marina",,
Always Love Eau de Toilette,Energy Feels,Perfumes de Mujer,Mujer,,,28 ml,3.95,,EDT,Frasco,,,,,,
Estuche Gentleman Society Eau de Parfum Hombres,Givenchy,Cofres de perfumes para hombre,Hombres,,,"EDP 100 ML + Gel 75 ML + Mini 12,5 ML",79.94,,EDP,Pack de productos / Set / Cofre,Amaderado Floral Aromático,"Vetiver, Narciso","Vainilla, Cedro, Sándalo","Cardamomo, Salvia",,
Always Love Eau de Toilette,Energy Feels,Perfumes de Mujer,Mujer,,,28 ml,3.95,,EDT,Frasco,,,,,,
Estuche Gentleman Society Eau de Parfum Hombres,Givenchy,Cofres de perfumes para hombre,Hombres,,,"EDP 100 ML + Gel 75 ML + Mini 12,5 ML",79.94,,EDP,Pack de productos / Set / Cofre,Amaderado Floral Aromático,"Vetiver, Narciso","Vainilla, Cedro, Sándalo","Cardamomo, Salvia",,
Aguas Esenciales Te Quiero Verde,Victorio & Lucchino,Aguas de colonia (EDC),(Edc),5.0,2,250 ml,14.94,,EDC,Standard,Cítrico Afrutado Verde,"Romero, Té Verde, Salvia, Petit Grain","Cedro, Vetiver, Sándalo, Musk","Bergamota, Cardamomo, Citronela",,
Good Girl EDP Recarga,Carolina Herrera,Perfumes de Mujer,Mujer,,,Recarga,134.94,,EDP,Vaporizador,Frutal Amaderado,Tuberosa,"Haba Tonka, Cacao",Jazmín Sambac,,
Mandarina Duck EDT,Mandarina Duck,Perfumes de Mujer,Mujer,4.84,37,100,22.94,,EDT,Vaporizador,Floral,"Jazmín, Madreselva, Gardenia","Cedro, Almizcle","Bergamota, Pimienta Blanca, Fresia",100.0,0.22940000000000002
Estuche Gabby's Dollhouse Eau de Toilette,Netflix,Perfumes para Niños,Niños,,,Set 5 productos,11.94,,EDT,Pack de productos / Set / Cofre,,,,,,
Good Girl EDP Recarga,Carolina Herrera,Perfumes de Mujer,Mujer,,,Recarga,134.94,,EDP,Vaporizador,Frutal Amaderado,Tuberosa,"Haba Tonka, Cacao",Jazmín Sambac,,
Valentino Uomo EDT,Valentino,Colonias para hombres,Hombres,4.88,8,50,53.13,344,EDT,Vaporizador,Floral Especiada,"Café, Avellanas, Chocolate","Cedro, Cuero","Bergamota, Mirto",50.0,1.0626
Valentino Uomo EDT,Valentino,Colonias para hombres,Hombres,4.88,8,100,64.94,344,EDT,Vaporizador,Floral Especiada,"Café, Avellanas, Chocolate","Cedro, Cuero","Bergamota, Mirto",100.0,0.6494
Giorgio Armani Sì Passione Éclat Eau de Parfum,Armani,Perfumes de Mujer,Mujer,5.0,10,50,59.94,571,EDP,Standard,Floral,"Rosa de Damasco, Rosa Centifolia","Vainilla, Almizcle Blanco",Bergamota,50.0,1.1987999999999999
Giorgio Armani Sì Passione Éclat Eau de Parfum,Armani,Perfumes de Mujer,Mujer,5.0,10,100,78.94,571,EDP,Standard,Floral,"Rosa de Damasco, Rosa Centifolia","Vainilla, Almizcle Blanco",Bergamota,100.0,0.7894
